accesstime,page,username,COI,activesince
5/9/18,Main_Page,Zavier Lucas,11,7/28/17
5/9/18,Article:Popular_Mobilization_Forces,Sam Garrett,5,10/10/16
5/9/18,Main_Page,Sienna Johnson,8,9/6/16
5/9/18,Main_Page,Joy Ingram,8,4/21/18
5/9/18,Article:Map_Portal,Joy Ingram,8,4/21/18
5/9/18,Article:Yemen_Group,Sienna Johnson,8,9/6/16
5/9/18,Article:Iraq_Conflict_Tracker,Joy Ingram,8,4/21/18
5/9/18,Article:Key_Events_Tracking,Tilda Mchenry,5,7/11/16
5/9/18,Article:Key_Events_Tracking,Tilda Mchenry,5,7/11/16
5/9/18,Main_Page,Zavier Lucas,11,7/28/17
5/9/18,Main_Page,Conrad Valdez,5,3/6/17
5/9/18,Article:Key_Events_Tracking,Tilda Mchenry,5,7/11/16
5/9/18,Article:2016_Operation_to_Retake_Fallujah,Conrad Valdez,5,3/6/17
5/9/18,Article:ISIS_Drones,Conrad Valdez,5,3/6/17
5/9/18,Article:Baghdad_IEDs,Conrad Valdez,5,3/6/17
5/9/18,Main_Page,Conrad Valdez,3,3/6/17
5/9/18,Article:Africa_EOD_and_C-IED_Portal,Conrad Valdez,3,3/6/17
5/9/18,Main_Page,Tilda Mchenry,5,7/11/16
5/9/18,Main_Page,Karter Harper,5,11/4/17
5/9/18,Main_Page,Tilda Mchenry,11,7/11/16
5/9/18,Main_Page,Tilda Mchenry,11,7/11/16
5/9/18,Article:17th_Division,Tilda Mchenry,11,7/11/16
5/9/18,Article:Syrian_Republican_Guard,Tilda Mchenry,11,7/11/16
5/9/18,Main_Page,Kennedy Thomas,5,2/13/18
5/9/18,Main_Page,Asia Sparrow,1,3/29/18
5/9/18,Article:Conflict_Tracker,Asia Sparrow,1,3/29/18
5/9/18,Main_Page,Alvin Hobbs,3,12/16/17
5/9/18,Article:Amar_al-Hakim,Kennedy Thomas,5,2/13/18
5/9/18,Main_Page,Kaitlyn Bond,3,3/10/17
5/9/18,Article:Kurdistan,Kennedy Thomas,5,2/13/18
5/9/18,Main_Page,Karter Harper,5,11/4/17
5/9/18,Main_Page,Karter Harper,5,11/4/17
5/9/18,Article:Kurdistan,Kennedy Thomas,5,2/13/18
5/9/18,Article:Kurdistan,Kennedy Thomas,5,2/13/18
5/9/18,Main_Page,Alvin Hobbs,3,12/16/17
5/9/18,Article:Kurdistan,Kennedy Thomas,5,2/13/18
5/9/18,Article:Kurdistan,Kennedy Thomas,5,2/13/18
5/9/18,Article:Kurdistan,Kennedy Thomas,5,2/13/18
5/9/18,Main_Page,Carly Lindsey,3,9/15/16
5/9/18,Article:NGA_West_Africa_Portal,Carly Lindsey,3,9/15/16
5/9/18,Article:Afghanistan_Chamber_of_Commerce_and_Industries,Ariel Jarvis,1,4/20/18
5/9/18,Main_Page,Debra King,12,10/1/17
5/9/18,Article:Kurdistan,Kennedy Thomas,5,2/13/18
5/9/18,Article:Russian_Electronic_Warfare,Debra King,12,10/1/17
5/9/18,Article:Country_Portal,Kaitlyn Bond,3,3/10/17
5/9/18,Main_Page,Debra King,12,10/1/17
5/9/18,Article:Lithuania,Debra King,12,10/1/17
5/9/18,Article:Darfur,Kaitlyn Bond,3,3/10/17
5/9/18,Article:Dinka_People,Kaitlyn Bond,3,3/10/17
5/9/18,Article:John_Garang,Kaitlyn Bond,3,3/10/17
5/9/18,Article:Kafia_Kingi_Enclave,Kaitlyn Bond,3,3/10/17
5/9/18,Article:Khartoum,Kaitlyn Bond,3,3/10/17
5/9/18,Article:Omar_al-Bashir,Kaitlyn Bond,3,3/10/17
5/9/18,Article:Sudan,Kaitlyn Bond,3,3/10/17
5/9/18,Article:Sudan_and_the_South_Sudan_Conflict,Kaitlyn Bond,3,3/10/17
5/9/18,Article:Sudan_States,Kaitlyn Bond,3,3/10/17
5/9/18,Main_Page,Paloma Carr,11,1/18/18
5/9/18,Article:Areas_of_Control_in_Syria,Paloma Carr,11,1/18/18
5/9/18,Article:Map_Portal,Paloma Carr,11,1/18/18
5/9/18,Main_Page,Luke Flores,5,2/26/17
5/9/18,Main_Page,Elijah Potter,5,9/25/17
5/9/18,Main_Page,Isabelle Morton,5,7/6/17
5/9/18,Main_Page,Elijah Potter,5,9/25/17
5/9/18,Article:Africa_EOD_and_C-IED_Portal,Conrad Valdez,3,3/6/17
5/9/18,Main_Page,Luke Flores,5,2/26/17
5/9/18,Article:Conflict_Tracker,Isabelle Morton,5,7/6/17
5/9/18,Article:Conflict_Tracker_Data_Portal,Isabelle Morton,5,7/6/17
5/9/18,Article:Africa_EOD_and_C-IED_Portal,Conrad Valdez,3,3/6/17
5/9/18,Article:Africa_EOD_and_C-IED_Portal,Conrad Valdez,3,3/6/17
5/9/18,Main_Page,Conrad Valdez,9,3/6/17
5/9/18,Main_Page,Jamari Combs,5,8/3/17
5/9/18,Article:Conflict_Tracker,Jamari Combs,5,8/3/17
5/9/18,Article:Conflict_Tracker_Data_Portal,Jamari Combs,5,8/3/17
5/9/18,Main_Page,Jamari Combs,5,8/3/17
5/9/18,Main_Page,Jamari Combs,11,8/3/17
5/9/18,Article:Conflict_Tracker,Jamari Combs,11,8/3/17
5/9/18,Main_Page,Messiah Valenzuela,7,3/30/17
5/9/18,Article:Social_Customs_in_Jordan,Messiah Valenzuela,7,3/30/17
5/9/18,Article:Conflict_Tracker_Data_Portal,Jamari Combs,11,8/3/17
5/9/18,Main_Page,Grady Holder,3,9/7/17
5/9/18,Article:East_Africa_Conflict_Tracker,Grady Holder,3,9/7/17
5/9/18,Main_Page,Grady Holder,3,9/7/17
5/9/18,Article:Sudan_and_the_South_Sudan_Conflict,Grady Holder,3,9/7/17
5/9/18,Main_Page,Tobias Pearson,7,3/18/18
5/9/18,Main_Page,Hillary Hester,3,6/25/17
5/9/18,Main_Page,Tobias Pearson,4,3/18/18
5/9/18,Main_Page,Jamari Combs,11,8/3/17
5/9/18,Article:Sudan,Grady Holder,3,9/7/17
5/9/18,Main_Page,Jamari Combs,1,8/3/17
5/9/18,Article:Conflict_Tracker,Jamari Combs,1,8/3/17
5/9/18,Main_Page,Tobias Pearson,8,3/18/18
5/9/18,Article:NATO_Daily_Open_Source_Reports,Tobias Pearson,8,3/18/18
5/9/18,Article:Non-State_Armed_Groups_Portal,Tobias Pearson,8,3/18/18
5/9/18,Main_Page,Tobias Pearson,8,3/18/18
5/9/18,Article:Conflict_Tracker_Data_Portal,Jamari Combs,1,8/3/17
5/9/18,Main_Page,Karma Gallegos,5,2/4/18
5/9/18,Article:Map_Portal2,Karma Gallegos,5,2/4/18
5/9/18,Article:Map_Portal2,Karma Gallegos,5,2/4/18
5/9/18,Article:2017_Kurdish_Independence_Referendum,Kennedy Thomas,5,2/13/18
5/9/18,Main_Page,Brent Carpenter,8,4/21/18
5/9/18,Main_Page,Remington Klein,11,1/18/18
5/9/18,Main_Page,Brent Carpenter,3,4/21/18
5/9/18,Article:Somalia,Brent Carpenter,3,4/21/18
5/9/18,Article:Eager_Lion_2018,Yair Hammond,8,4/14/18
5/9/18,Main_Page,Brent Carpenter,3,4/21/18
5/9/18,Article:2017_Kurdish_Independence_Referendum,Kennedy Thomas,5,2/13/18
5/9/18,Main_Page,Keshawn Vega,1,4/18/18
5/9/18,Article:Iran_and_Iraq,Kennedy Thomas,5,2/13/18
5/9/18,Main_Page,Keshawn Vega,1,4/18/18
5/9/18,Main_Page,Remington Klein,11,1/18/18
5/9/18,Article:Map_Portal,Remington Klein,11,1/18/18
5/9/18,Main_Page,Maximo Stuart,8,4/19/18
5/9/18,Article:Department_of_State_Bureau_of_Conflict_and_Stabilization_Operations_(CSO),Maximo Stuart,8,4/19/18
5/9/18,Article:CSO_-_Defections_&_Disengaged_Fighters_(DDF),Maximo Stuart,8,4/19/18
5/9/18,Article:Map_Portal,Remington Klein,11,1/18/18
5/9/18,Main_Page,Kathryne Schubert,8,11/13/16
5/9/18,Main_Page,Kathryne Schubert,5,11/13/16
5/9/18,Main_Page,Aryana Suarez,1,12/30/16
5/9/18,Main_Page,Sonia Moran,11,3/25/18
5/9/18,Main_Page,Sonia Moran,11,3/25/18
5/9/18,Main_Page,Sonia Moran,11,3/25/18
5/9/18,Main_Page,Zack Lam,9,11/20/15
5/9/18,Article:Conflict_Tracker,Sonia Moran,11,3/25/18
5/9/18,Main_Page,Zack Lam,9,11/20/15
5/9/18,Main_Page,Zack Lam,9,11/20/15
5/9/18,Main_Page,Zack Lam,3,11/20/15
5/9/18,Article:West_Africa_Conflict_Tracker,Zack Lam,3,11/20/15
5/9/18,Article:Conflict_Tracker,Sonia Moran,11,3/25/18
5/9/18,Main_Page,Sonia Moran,11,3/25/18
5/9/18,Main_Page,Zack Lam,11,11/20/15
5/9/18,Article:Weekly_Syria_Brief,Sonia Moran,11,3/25/18
5/9/18,Main_Page,Nicole Richards,3,2/4/18
5/9/18,Article:Country_Portal,Nicole Richards,3,2/4/18
5/9/18,Article:Weekly_Syria_Brief,Sonia Moran,11,3/25/18
5/9/18,Article:Islamic_State_in_the_Greater_Sahara_(ISGS),Nicole Richards,3,2/4/18
5/9/18,Article:Conflict_Tracker,Zack Lam,11,11/20/15
5/9/18,Main_Page,Sonia Moran,11,3/25/18
5/9/18,Main_Page,Sonia Moran,11,3/25/18
5/9/18,Article:Multi-National_Joint_Task_Force,Nicole Richards,3,2/4/18
5/9/18,Main_Page,Zack Lam,1,11/20/15
5/9/18,Main_Page,Fiona Hendricks,1,8/15/17
5/9/18,Article:Mineral_Resources_in_Afghanistan,Zack Lam,1,11/20/15
5/9/18,Article:South_Sudan_Damage_Assessment_Environment,Reagan Ali,3,1/27/17
5/9/18,Main_Page,Kaylie Glass,8,4/21/18
5/9/18,Main_Page,Lauryn Madden,1,12/8/17
5/9/18,Main_Page,Adrien Flowers,12,4/14/18
5/9/18,Article:Assassinations_in_Ukraine,Adrien Flowers,12,4/14/18
5/9/18,Article:Russian_Exercises_Portal,Yahir Clarke,12,3/8/18
5/9/18,Main_Page,Yahir Clarke,12,3/8/18
5/9/18,Main_Page,Zayne Allison,5,1/20/17
5/9/18,Article:Iraq_Running_Estimates,Zayne Allison,5,1/20/17
5/9/18,Main_Page,Conrad Valdez,12,3/6/17
5/9/18,Article:Assassinations_in_Ukraine,Conrad Valdez,12,3/6/17
5/9/18,Main_Page,Conrad Valdez,12,3/6/17
5/9/18,Main_Page,Tilda Mchenry,11,7/11/16
5/9/18,Main_Page,Tilda Mchenry,11,7/11/16
5/9/18,Article:Conflict_Tracker,Tilda Mchenry,11,7/11/16
5/9/18,Main_Page,Oliver Pace,1,8/13/17
5/9/18,"Article:Idlib_Governorate,_Syria",Tilda Mchenry,11,7/11/16
5/9/18,Main_Page,Conrad Valdez,11,3/6/17
5/9/18,Main_Page,Fiona Hendricks,1,8/15/17
5/9/18,Main_Page,Zayne Allison,5,1/20/17
5/9/18,Main_Page,Zayne Allison,11,1/20/17
5/9/18,Main_Page,Noah Rush,4,1/25/18
5/9/18,Main_Page,Noah Rush,4,1/25/18
5/9/18,Article:Areas_of_Control_in_Syria,Zayne Allison,11,1/20/17
5/9/18,Main_Page,Noah Rush,7,1/25/18
5/9/18,Main_Page,Fiona Hendricks,1,8/15/17
5/9/18,Article:TAAC_South,Fiona Hendricks,1,8/15/17
5/9/18,Article:Community_Contributions_Page,Fiona Hendricks,1,8/15/17
5/9/18,Article:TAAC_South,Fiona Hendricks,1,8/15/17
5/9/18,Article:Egypt_Conflict_Tracker,Noah Rush,7,1/25/18
5/9/18,Article:TAAC_South,Fiona Hendricks,1,8/15/17
5/9/18,Article:Kandahar_Province,Fiona Hendricks,1,8/15/17
5/9/18,Article:Uruzgan_Province,Fiona Hendricks,1,8/15/17
5/9/18,Main_Page,Conrad Valdez,11,3/6/17
5/9/18,Article:Kabul_City_Security,Myla Mcguire,1,8/20/16
5/9/18,Article:Drones,Conrad Valdez,11,3/6/17
5/9/18,Main_Page,Elijah Potter,5,9/25/17
5/9/18,Main_Page,Toby Cunningham,2,3/11/18
5/9/18,Main_Page,Taylor Ho,1,4/21/18
5/9/18,Main_Page,Fiona Hendricks,1,8/15/17
5/9/18,Article:Afghan_Border_Police,Fiona Hendricks,1,8/15/17
5/9/18,Main_Page,Adrien Flowers,12,4/14/18
5/9/18,Article:Assassinations_in_Ukraine,Adrien Flowers,12,4/14/18
5/9/18,Main_Page,Isabell Arnold,3,8/8/16
5/9/18,Main_Page,Isabell Arnold,3,8/8/16
5/9/18,Main_Page,Loyce Dodd,5,11/11/17
5/9/18,Main_Page,Loyce Dodd,5,11/11/17
5/9/18,Article:TAAC_South,Taylor Ho,1,4/21/18
5/9/18,Main_Page,Bernie Minnick,5,9/4/17
5/9/18,Main_Page,Nicole Richards,3,2/4/18
5/9/18,Article:NGA_West_Africa_Portal,Nicole Richards,3,2/4/18
5/9/18,Article:Public_Opinion_in_Niger,Nicole Richards,3,2/4/18
5/9/18,Main_Page,Blake Salazar,11,4/20/18
5/9/18,Main_Page,Zayne Allison,11,1/20/17
5/9/18,Main_Page,Isabell Arnold,3,8/8/16
5/9/18,Article:Country_Portal,Isabell Arnold,3,8/8/16
5/9/18,Main_Page,Brodie Francis,11,12/23/16
5/9/18,Article:Weekly_Syria_Brief,Brodie Francis,11,12/23/16
5/9/18,Main_Page,Brodie Francis,11,12/23/16
5/9/18,Main_Page,Brodie Francis,11,12/23/16
5/9/18,Article:Areas_of_Control_in_Syria,Brodie Francis,11,12/23/16
5/9/18,Article:Lake_Chad_Basin_PMESII_Portal_Page,Isabell Arnold,3,8/8/16
5/9/18,Main_Page,Priscilla Cole,11,2/20/16
5/9/18,Article:Weekly_Syria_Brief,Priscilla Cole,11,2/20/16
5/9/18,Article:Social_Customs_in_Jordan,Messiah Valenzuela,7,3/30/17
5/9/18,Article:Weekly_Syria_Brief,Priscilla Cole,11,2/20/16
5/9/18,Article:Weekly_Syria_Brief,Priscilla Cole,11,2/20/16
5/9/18,Main_Page,Priscilla Cole,11,2/20/16
5/9/18,Article:Operation_Olive_Branch,Priscilla Cole,11,2/20/16
5/9/18,Main_Page,Priscilla Cole,11,2/20/16
5/9/18,Article:Reactions_to_US_and_Coalition_Airstrikes,Priscilla Cole,11,2/20/16
5/9/18,Article:Lake_Chad_Basin_PMESII_Portal_Page,Isabell Arnold,3,8/8/16
5/9/18,Main_Page,Priscilla Cole,11,2/20/16
5/9/18,Article:2018_Elections_in_Iraq,Kathryne Schubert,5,11/13/16
5/9/18,Article:Lake_Chad_Basin_PMESII_Portal_Page,Isabell Arnold,3,8/8/16
5/9/18,Main_Page,Lucien Hamel,9,8/6/17
5/9/18,Main_Page,Priscilla Cole,11,2/20/16
5/9/18,Article:As-Sweida,Priscilla Cole,11,2/20/16
5/9/18,Article:Lake_Chad_Basin_PMESII_Portal_Page,Isabell Arnold,3,8/8/16
5/9/18,Article:Philippines,Lucien Hamel,9,8/6/17
5/9/18,Main_Page,Kathryne Schubert,5,11/13/16
5/9/18,Main_Page,Kathryne Schubert,5,11/13/16
5/9/18,Article:Philippines,Lucien Hamel,9,8/6/17
5/9/18,Article:Sunni_Armed_Groups_Portal,Kathryne Schubert,5,11/13/16
5/9/18,Main_Page,Natalee Joyce,8,8/18/13
5/9/18,Article:Sunni_Armed_Groups_Portal,Kathryne Schubert,5,11/13/16
5/9/18,Article:Anbar,Kathryne Schubert,5,11/13/16
5/9/18,Main_Page,Natalee Joyce,8,8/18/13
5/9/18,Main_Page,Maryjane Schultz,5,2/18/18
5/9/18,Main_Page,Annalise Acosta,8,4/1/13
5/9/18,Article:Shi'a_Militias_Portal,Maryjane Schultz,5,2/18/18
5/9/18,Main_Page,Natalee Joyce,8,8/18/13
5/9/18,Main_Page,Tilda Mchenry,12,7/11/16
5/9/18,Article:Anbar,Kathryne Schubert,5,11/13/16
5/9/18,Article:Habbaniyah,Kathryne Schubert,5,11/13/16
5/9/18,Main_Page,Tilda Mchenry,12,7/11/16
5/9/18,Article:Anbar,Kathryne Schubert,5,11/13/16
5/9/18,Main_Page,Tilda Mchenry,5,7/11/16
5/9/18,Main_Page,Luz Robles,1,4/21/18
5/9/18,Article:Map_Portal,Natalee Joyce,8,8/18/13
5/9/18,Main_Page,Bruce Shepherd,8,5/8/17
5/9/18,Article:TF_Southwest,Luz Robles,1,4/21/18
5/9/18,Main_Page,Luz Robles,1,4/21/18
5/9/18,Article:Dari_Lexicon,Luz Robles,1,4/21/18
5/9/18,Article:FP_Map,Luz Robles,1,4/21/18
5/9/18,Main_Page,Luz Robles,1,4/21/18
5/9/18,Main_Page,Luz Robles,1,4/21/18
5/9/18,Main_Page,Luz Robles,4,4/21/18
5/9/18,Article:Yemen,Luz Robles,4,4/21/18
5/9/18,Article:Al-Hasakeh,Blake Salazar,11,4/20/18
5/9/18,Main_Page,Kathryne Schubert,4,11/13/16
5/9/18,Main_Page,Luz Robles,4,4/21/18
5/9/18,Article:352nd_Civil_Affairs_Command_Portal,Kathryne Schubert,4,11/13/16
5/9/18,Article:Areas_of_Influence_and_Control_in_Yemen,Luz Robles,4,4/21/18
5/9/18,Main_Page,Conrad Valdez,8,3/6/17
5/9/18,Article:352nd_Civil_Affairs_Command_Portal,Kathryne Schubert,4,11/13/16
5/9/18,Article:414th_Civil_Affairs_Battalion_Portal,Kathryne Schubert,4,11/13/16
5/9/18,Article:352nd_Civil_Affairs_Command_Portal,Kathryne Schubert,4,11/13/16
5/9/18,Article:352nd_Civil_Affairs_Command_Portal,Kathryne Schubert,4,11/13/16
5/9/18,Main_Page,Kaydence Green,1,9/21/17
5/9/18,Article:TAAC_South,Kaydence Green,1,9/21/17
5/9/18,"Article:Train,_Advise,_and_Assist_Commands",Kaydence Green,1,9/21/17
5/9/18,Article:Conflict_Tracker,Kaydence Green,1,9/21/17
5/9/18,Article:Conflict_Tracker,Kaydence Green,1,9/21/17
5/9/18,Article:Conflict_Tracker,Kaydence Green,1,9/21/17
5/9/18,Article:Conflict_Tracker,Kaydence Green,1,9/21/17
5/9/18,Article:Exercises,Conrad Valdez,8,3/6/17
5/9/18,Main_Page,Annalise Acosta,8,4/1/13
5/9/18,Article:Map_Portal,Annalise Acosta,8,4/1/13
5/9/18,Main_Page,Kaydence Green,1,9/21/17
5/9/18,Main_Page,Maximo Stuart,8,4/19/18
5/9/18,Article:Department_of_State_Bureau_of_Conflict_and_Stabilization_Operations_(CSO),Maximo Stuart,8,4/19/18
5/9/18,Article:Tribes_in_Yemen,Carlie Rojas,4,10/9/16
5/9/18,Main_Page,Conrad Valdez,12,3/6/17
5/9/18,Main_Page,Kaydence Green,1,9/21/17
5/9/18,Main_Page,Isabelle Morton,5,7/6/17
5/9/18,Article:Shi'a_Militias_and_Social_Media,Isabelle Morton,5,7/6/17
5/9/18,Article:2018_Elections_in_Iraq,Isabelle Morton,5,7/6/17
5/9/18,Article:352nd_Civil_Affairs_Command_Portal,Kathryne Schubert,4,11/13/16
5/9/18,Article:Areas_of_Influence_and_Control_in_Yemen,Carlie Rojas,4,10/9/16
5/9/18,Main_Page,Conrad Valdez,12,3/6/17
5/9/18,Article:Druze,Priscilla Cole,11,2/20/16
5/9/18,Article:Russian_Electronic_Warfare,Conrad Valdez,12,3/6/17
5/9/18,Main_Page,Carlie Rojas,11,10/9/16
5/9/18,Article:Areas_of_Control_in_Syria,Carlie Rojas,11,10/9/16
5/9/18,Main_Page,Natalee Joyce,8,8/18/13
5/9/18,"Article:Tribes_in_Deir-ez-Zor,_Syria",Carlie Rojas,11,10/9/16
5/9/18,Article:Baqqara_Tribe,Carlie Rojas,11,10/9/16
5/9/18,Article:Social_Customs_in_Jordan,Messiah Valenzuela,7,3/30/17
5/9/18,Main_Page,Loyce Dodd,5,11/11/17
5/9/18,Article:2018_Elections_in_Iraq,Loyce Dodd,5,11/11/17
5/9/18,Main_Page,Iyana Zimmerman,12,4/5/18
5/9/18,Main_Page,Lauren Bader,4,2/26/16
5/9/18,Main_Page,Lauren Bader,1,2/26/16
5/9/18,Main_Page,Teagan Payne,5,4/21/18
5/9/18,Main_Page,Mario Lester,1,1/1/18
5/9/18,Main_Page,Mario Lester,2,1/1/18
5/9/18,Main_Page,Mario Lester,2,1/1/18
5/9/18,Main_Page,Mario Lester,2,1/1/18
5/9/18,Main_Page,Mario Lester,2,1/1/18
5/9/18,Main_Page,Mario Lester,2,1/1/18
5/9/18,Main_Page,Mario Lester,2,1/1/18
5/9/18,Main_Page,Mario Lester,2,1/1/18
5/9/18,Main_Page,Mario Lester,2,1/1/18
5/9/18,Main_Page,Teagan Payne,5,4/21/18
5/9/18,Article:Constitution_of_Ukraine,Iyana Zimmerman,12,4/5/18
5/9/18,Main_Page,Sherlyn Simon,1,1/27/18
5/9/18,Main_Page,Mario Lester,2,1/1/18
5/9/18,Main_Page,Mario Lester,2,1/1/18
5/9/18,Main_Page,Ashanti Scott,8,9/22/17
5/9/18,Main_Page,Mario Lester,2,1/1/18
5/9/18,Main_Page,Teagan Payne,5,4/21/18
5/9/18,Main_Page,Mario Lester,2,1/1/18
5/9/18,Main_Page,Mohamed Hughes,11,7/1/17
5/9/18,Article:Infrastructure_of_Azerbaijan,Ashanti Scott,8,9/22/17
5/9/18,Article:DigitalGlobe_and_NextView_Imagery_End_User_License_Agreement,Teagan Payne,5,4/21/18
5/9/18,Article:Ayad_Allawi,Isabelle Morton,5,7/6/17
5/9/18,Main_Page,Mario Lester,2,1/1/18
5/9/18,Main_Page,Gregory Blake,9,10/18/17
5/9/18,Article:North_Korea,Gregory Blake,8,10/18/17
5/9/18,Article:Command_and_General_Staff_College_(CGSC)_Portal,Ashanti Scott,8,9/22/17
5/9/18,Article:Azerbaijan,Ashanti Scott,8,9/22/17
5/9/18,Article:Azerbaijan,Ashanti Scott,8,9/22/17
5/9/18,Article:North_Korea,Gregory Blake,8,10/18/17
5/9/18,Article:Azerbaijan,Ashanti Scott,8,9/22/17
5/9/18,Main_Page,Khalil Vasquez,8,4/21/18
5/9/18,Article:Exercises,Khalil Vasquez,8,4/21/18
5/9/18,Article:Command_and_General_Staff_College_(CGSC)_Portal,Ashanti Scott,8,9/22/17
5/9/18,Article:Infrastructure_of_Azerbaijan,Ashanti Scott,8,9/22/17
5/9/18,Article:Command_and_General_Staff_College_(CGSC)_Portal,Ashanti Scott,8,9/22/17
5/9/18,Main_Page,Khalil Vasquez,8,4/21/18
5/9/18,Article:Map_Portal,Khalil Vasquez,8,4/21/18
5/9/18,Article:2018_Elections_in_Iraq,Isabelle Morton,5,7/6/17
5/9/18,Article:Asia_Pacific_Counter-IED_Fusion_Center_(APCFC)_Portal,Khalil Vasquez,8,4/21/18
5/9/18,Main_Page,Jett Moses,8,4/3/17
5/9/18,"Article:Tribes_in_Deir-ez-Zor,_Syria",Carlie Rojas,11,10/9/16
5/9/18,Main_Page,Sidney Hall,4,7/17/17
5/9/18,Main_Page,Carlie Rojas,5,10/9/16
5/9/18,Article:Yemen,Sidney Hall,4,7/17/17
5/9/18,Article:2018_Elections_in_Iraq,Carlie Rojas,5,10/9/16
5/9/18,Article:Border_Crossings_between_Azerbaijan_and_Iran,Ashanti Scott,8,9/22/17
5/9/18,Article:Command_and_General_Staff_College_(CGSC)_Portal,Ashanti Scott,8,9/22/17
5/9/18,Article:Azerbaijan,Ashanti Scott,8,9/22/17
5/9/18,Article:Azerbaijan,Ashanti Scott,8,9/22/17
5/9/18,Main_Page,Carlie Rojas,5,10/9/16
5/9/18,Main_Page,Carlie Rojas,8,10/9/16
5/9/18,Article:Non-State_Armed_Groups_Portal,Carlie Rojas,8,10/9/16
5/9/18,Article:ISIS_Portal,Carlie Rojas,8,10/9/16
5/9/18,Main_Page,Shayna Kaiser,1,1/10/16
5/9/18,Main_Page,Natalee Joyce,8,8/18/13
5/9/18,Article:352nd_Civil_Affairs_Command_Portal,Kathryne Schubert,4,11/13/16
5/9/18,Main_Page,Lauren Bader,11,2/26/16
5/9/18,Article:352nd_Civil_Affairs_Command_Portal,Kathryne Schubert,4,11/13/16
5/9/18,Article:Areas_of_Control_in_Syria,Lauren Bader,11,2/26/16
5/9/18,Main_Page,Jimena Henderson,12,4/23/17
5/9/18,Article:352nd_Civil_Affairs_Command_Portal,Kathryne Schubert,4,11/13/16
5/9/18,Article:360th_Civil_Affairs_Brigade_Portal,Kathryne Schubert,4,11/13/16
5/9/18,Article:489th_Civil_Affairs_Battalion_Portal,Kathryne Schubert,4,11/13/16
5/9/18,Main_Page,Jimena Henderson,12,4/23/17
5/9/18,Article:360th_Civil_Affairs_Brigade_Portal,Kathryne Schubert,4,11/13/16
5/9/18,Article:352nd_Civil_Affairs_Command_Portal,Kathryne Schubert,4,11/13/16
5/9/18,Article:Overview_of_the_Ukraine_Conflict,Jimena Henderson,12,4/23/17
5/9/18,Main_Page,Jimena Henderson,12,4/23/17
5/9/18,Article:Country_Portal,Kathryne Schubert,4,11/13/16
5/9/18,Article:Map_Portal,Carlie Rojas,8,10/9/16
5/9/18,"Article:Manbij_City,_Syria",Gretchen Marsh,11,4/15/18
5/9/18,Main_Page,Preston Baird,1,4/21/18
5/9/18,Main_Page,Alexzander Oneill,8,1/4/18
5/9/18,Article:CENTCOM_Civil_Information_Map,Kathryne Schubert,8,11/13/16
5/9/18,Main_Page,Kathryne Schubert,5,11/13/16
5/9/18,Article:Anbar,Kathryne Schubert,5,11/13/16
5/9/18,Article:Ramadi,Kathryne Schubert,5,11/13/16
5/9/18,Article:Anbar,Kathryne Schubert,5,11/13/16
5/9/18,Article:Habbaniyah,Kathryne Schubert,5,11/13/16
5/9/18,Main_Page,Iyana Zimmerman,12,4/5/18
5/9/18,Article:Anbar,Kathryne Schubert,5,11/13/16
5/9/18,Main_Page,Macey Bonilla,1,3/16/18
5/9/18,Article:Assassinations_in_Ukraine,Iyana Zimmerman,12,4/5/18
5/9/18,Article:Map_Portal,Macey Bonilla,1,3/16/18
5/9/18,Main_Page,Iyana Zimmerman,12,4/5/18
5/9/18,Article:Conflict_Tracker,Macey Bonilla,1,3/16/18
5/9/18,Article:Al-Ubaydi,Kathryne Schubert,5,11/13/16
5/9/18,Article:Conflict_Tracker,Macey Bonilla,1,3/16/18
5/9/18,Main_Page,Zane Velez,4,4/21/18
5/9/18,Main_Page,Warner Tolliver,1,4/12/18
5/9/18,Article:Anbar,Kathryne Schubert,5,11/13/16
5/9/18,Article:TAAC_South,Warner Tolliver,1,4/12/18
5/9/18,Article:Habbaniyah,Kathryne Schubert,5,11/13/16
5/9/18,Article:Anbar,Kathryne Schubert,5,11/13/16
5/9/18,Article:Lebanon_Newsroom,Zane Velez,7,4/21/18
5/9/18,Article:TAAC_South,Warner Tolliver,1,4/12/18
5/9/18,Main_Page,Conrad Valdez,9,3/6/17
5/9/18,Article:Asia_Pacific_Counter-IED_Fusion_Center_(APCFC)_Portal,Conrad Valdez,8,3/6/17
5/9/18,Article:Shah_Wali_Kot_District,Warner Tolliver,1,4/12/18
5/9/18,Main_Page,Adison Barrera,8,2/12/18
5/9/18,Main_Page,Conrad Valdez,9,3/6/17
5/9/18,Main_Page,Jaelynn Sutton,9,2/23/17
5/9/18,Main_Page,Paris Fernandez,5,4/27/17
5/9/18,Main_Page,Jaelynn Sutton,9,2/23/17
5/9/18,Main_Page,Jaelynn Sutton,11,2/23/17
5/9/18,Article:2018_Elections_in_Iraq,Isabelle Morton,5,7/6/17
5/9/18,Article:Shah_Wali_Kot_District,Warner Tolliver,1,4/12/18
5/9/18,Main_Page,Oliver Pace,1,8/13/17
5/9/18,Main_Page,Jeff Dixon,9,8/30/15
5/9/18,Article:North_Korea,Jeff Dixon,8,8/30/15
5/9/18,Main_Page,Jocelyn Owens,8,2/20/18
5/9/18,Main_Page,Jeff Dixon,8,8/30/15
