data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
1044989,275,PSE1321,1321,"29 December 2017",2017,1,Riots/Protests,"Military Forces of Israel (2009‐)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"Gaza Strip",Gaza,,Gaza,31.5,34.4667,3,"Agence France Presse",International,"More than 50 Palestinians were wounded in the Fridayclasheson theGaza‐Israelborder as part of a ""day of rage"" over the US declaration, called for by bothGazarulers Hamas and fellow militant group Islamic Jihad. In a demonstration near Al Bureij refugee camp in central Gaza, had been seriously wounded by live fire on Friday and later passed away on Saturday.",0,1523276676,PSE
1044990,275,PSE1322,1322,"29 December 2017",2017,1,Riots/Protests,"Military Forces of Israel (2009‐)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank","Al Khalil",,Hebron,31.5294,35.0938,1,"Agence France Presse",International,"In theWest Banksmall groups of Palestinians clashed with Israeli forces, including north of Ramallah and in the Hebron area, where two were wounded by live fire. In the West Bank city of Ramallah, Israeli forces used live ammunition, rubber bullets and teargas to disperse dozens of Palestinian protesters.",0,1523276676,PSE
1044991,275,PSE1323,1323,"29 December 2017",2017,1,Riots/Protests,"Military Forces of Israel (2009‐)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank",Bethlehem,,Bethlehem,31.7049,35.2038,1,"Press TV",National,"Clashes were reported between Palestinian demonstrators and Israeli forces at the northern entrance to the eastern city of Ariha.",0,1523276676,PSE
1044992,275,PSE1324,1324,"29 December 2017",2017,1,Riots/Protests,"Military Forces of Israel (2009‐)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank",Jericho,,Jericho,31.8667,35.45,1,"Press TV",National,"Hundreds of Palestinians rioted in severalWest Bankcities, including Ariha (Jericho), Bethlehem and al‐Khalil (Hebron) after Friday noon prayers.",0,1523276676,PSE
1044993,275,PSE1325,1325,"29 December 2017",2017,1,Riots/Protests,"Military Forces of Israel (2009‐)",,8,"Protesters (Palestine)",,6,68,"Middle East",Palestine,"West Bank",Ramallah,,"Al Bireh",31.9053,35.215,1,"Palestine News &Information Agency (WAFA)",Other-national,"Palestinians held a rally at the northern entrance of Al‐Bireh city, chanting slogans condemning US President Donald Trump's decision to recognize Jerusalem as Israel's capital. Israeli soldiers opened fire towards the rally, injuring a protestor with a rubber‐coated steel bullet and causing scores others to suffocate.",0,1523276676,PSE
1044994,275,PSE1326,1326,"29 December 2017",2017,1,Riots/Protests,"Military Forces of Israel (2009‐)",,8,"Protesters (Palestine)",,6,68,"Middle East",Palestine,"West Bank",Ramallah,,"Bayta at Tahta",32.1387,35.2837,1,"Palestine News &Information Agency (WAFA)",Other-national,"Israeli forces dispersed rallies at the northern entrance of Bethlehem, the main entrance of Nablus‐district town of Beita and Huwwara checkpoint, causing scores of suffocation cases and injuring several others with rubber‐coated steel bullets.",0,1523276676,PSE
1044995,275,PSE1327,1327,"29 December 2017",2017,1,Riots/Protests,"Military Forces of Israel (2009‐)",,8,"Protesters (Palestine)",,6,68,"Middle East",Palestine,"West Bank",Ramallah,,Bilin,31.9284,35.072,1,"Palestine News &Information Agency (WAFA)",Other-national,"Israeli forces fired tear gas at protesters causing scores of suffocation cases in Bilin village, west of Ramallah city.",0,1523276676,PSE
1044996,275,PSE1328,1328,"29 December 2017",2017,1,Riots/Protests,"Military Forces of Israel (2009‐)",,8,"Protesters (Palestine)",,6,68,"Middle East",Palestine,"West Bank","Al Khalil",,"Hebron‐Bab az Zawiyah",31.5278,35.1014,1,"Palestine News &Information Agency (WAFA)",Other-national,"One Palestinian protester was hit and injured in the thigh by a rubber‐coated steel bullet fired by Israeli forces duringclashesin Bab al‐Zawiya.",0,1523276676,PSE
1044997,275,PSE1329,1329,"29 December 2017",2017,1,Riots/Protests,"Military Forces of Israel (2009‐)",,8,"Protesters (Palestine)",,6,68,"Middle East",Palestine,"West Bank",Nablus,,Huwwarah,32.1522,35.2567,1,"Palestine News &Information Agency (WAFA)",Other-national,"A protestor was reportedly injured by a rubber‐coated steel bullet as Israeli troops suppressed a rally in Kufr Qaddum village in the northernWest Bankdistrict of Qalqiliya.",0,1523276676,PSE
1044998,275,PSE1330,1330,"29 December 2017",2017,1,Riots/Protests,"Military Forces of Israel (2009‐)",,8,"Protesters (Palestine)",,6,68,"Middle East",Palestine,"West Bank","Al Khalil",,Siir,31.585,35.1437,1,"Palestine News &Information Agency (WAFA)",Other-national,"Israeli forces dispersed rallies in the Hebron‐district towns of Sair and Yatta, causing scores of suffocation cases.",0,1523276676,PSE
1044999,275,PSE1331,1331,"29 December 2017",2017,1,Riots/Protests,"Military Forces of Israel (2009‐)",,8,"Protesters (Palestine)",,6,68,"Middle East",Palestine,"West Bank","Al Khalil",,Yuta,31.4459,35.0944,1,"Palestine News &Information Agency (WAFA)",Other-national,"Israeli forces dispersed rallies in the Hebron‐district towns of Sair and Yatta, causing scores of suffocation cases.",0,1523276676,PSE
1045000,275,PSE1332,1332,"29 December 2017",2017,1,Riots/Protests,"Military Forces of Israel (2009‐)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank","Al Quds",,"Al Ayzariyah",31.7708,35.2692,1,"Anadolu Agency (AA)",Regional,"Clashes were reported in the village of Ezriya, near Jerusalem, where 16 Palestinians were treated at the scene after inhaling excessive amounts of teargas.",0,1523276676,PSE
1045001,275,PSE1333,1333,"29 December 2017",2017,1,Riots/Protests,"Military Forces of Israel (2009‐)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank","Al Khalil",,"Mukhayyam al Arrub",31.623,35.1371,1,"Anadolu Agency (AA)",Regional,"Three Palestinians were shot with live ammunition, including one who is now in critical condition, inclashesthat erupted in the Arroub refugee camp in theWest bankcity of Hebron.",0,1523276676,PSE
1045002,275,PSE1334,1334,"29 December 2017",2017,1,Riots/Protests,"Military Forces of Israel (2009‐)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank",Nablus,,Nablus,32.2211,35.2544,1,"Anadolu Agency (AA)",Regional,"In Nablus, one Palestinian was hurt by live ammunition, while three others sustained rubber bulletinjuries, during clashes with Israeli forces.",0,1523276676,PSE
1045003,275,PSE1335,1335,"29 December 2017",2017,1,Riots/Protests,"Military Forces of Israel (2009‐)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank",Qalqilya,,Qalqilyah,32.1897,34.9706,1,"Anadolu Agency (AA)",Regional,"Clasheswere also reported in theWest Bankcity of Qalqilya, where at least 18 Palestinians suffered from teargas inhalation.",0,1523276676,PSE
1045004,275,PSE1336,1336,"29 December 2017",2017,1,Riots/Protests,"Military Forces of Israel (2009‐)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank","Al Khalil",,"Bayt Ummar",31.6233,35.1045,1,"Ma'an News Agency",Subnational,"Israeli forces detained a former Palestinian prisoner and fired tear gas at locals during araidearly Friday morning into the Beit Ummar town, north of Hebron in the southern occupiedWest Bank. During the raid, clashes erupted between local youth who threw stones and Israeli forces who fired tear gas into the town, causing several people to suffer from severe tear gas inhalation.",0,1523276676,PSE
1045005,275,PSE1337,1337,"29 December 2017",2017,1,Riots/Protests,"Military Forces of Israel (2009‐)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank",Ramallah,,Ramallah,31.8996,35.2042,1,"Agence France Presse; Anadolu Agency (AA)",Regional-international,"In theWest Banksmall groups of Palestinians clashed with Israeli forces, including north of Ramallah and in the Hebron area, where two were wounded by live fire. In the West Bank city of Ramallah, Israeli forces used live ammunition, rubber bullets and teargas to disperse dozens of Palestinian protesters.",0,1523276676,PSE
1245686,275,PSE1338,1338,"29 December 2017",2017,1,"Remote violence","Military Forces of Israel (2009-)",,8,"Hamas Movement",,3,38,"Middle East",Palestine,"Gaza Strip",Gaza,,Gaza,31.5,34.4667,2,"Agence France Presse; Palestine News & Information Agency (WAFA)",National-International,"Israeli tanks shelled a Hamas military position east of Gaza City. The locations were targeted with at least six missiles fired by Israeli warplanes and artillery. ",0,1523310841,PSE
1045019,376,ISR307,307,"29 December 2017",2017,1,"Remote violence","Unidentified Armed Group (Palestine)",,3,,,0,30,"Middle East",Israel,HaDarom,Ashqelon,,Sderot,31.525,34.5969,2,"Agence France Presse; Arutz Sheva; Xinhua General News Service",National-international,"Palestinian militants fired three rockets at southernIsrael,two of which were intercepted by the Iron Dome aerial defence system. No one was hurt, but at least one building was damaged.",0,1523276676,ISR
1045138,275,PSE1310,1310,"28 December 2017",2017,1,Riots/Protests,"Military Forces of Israel (2009‐)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank","Al Quds",,Qalandia,31.8667,35.2167,1,"Palestine News &Information Agency (WAFA)",Other-national,"Israeli soldiers raided Qalandia refugee camp, north of Jerusalem, early Thursday, searched homes and detained two people. The youths confronted the soldiers with stones to push them out. The soldiers fired tear gas, stun grenades and rubber bullets at the youths. There were no reports ofinjuries.",0,1523276676,PSE
1045139,275,PSE1311,1311,"28 December 2017",2017,1,Riots/Protests,"Military Forces of Israel (2009‐)",,8,"Protesters (Palestine)",,6,68,"Middle East",Palestine,"West Bank",Ramallah,,Rafat,31.871,35.1918,1,"Palestine News &Information Agency (WAFA); Ma'an News Agency",Other-national,"Israeli forces dispersed aprotestby women activists outside Ofer military camp and detention center just outside Ramallah in support of Ahed Tamami, the 17‐year‐old Palestinian girl who was detained last week for hitting an Israeli soldiers at her village Nabi Saleh.",0,1523276676,PSE
1045140,275,PSE1312,1312,"28 December 2017",2017,1,Riots/Protests,"Rioters (Israel)","Settlers (Israel); Military Forces of Israel (2009‐)",5,"Rioters (Palestine)","Students (Palestine)",5,55,"Middle East",Palestine,"West Bank",Nablus,,Burin,32.1845,35.2502,1,"Anadolu Agency (AA); Ma'an News Agency",Regional,"About 15 Jewish settlers stormed the Burin school in theWest Bankcity of Nablus, where they had assaulted students and vandalized teachers' cars. The incident led to limitedclashesbetween Palestinian students and settlers before the Israeli army intervened.",0,1523276676,PSE
1045141,275,PSE1313,1313,"28 December 2017",2017,1,Riots/Protests,"Military Forces of Israel (2009‐)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank","Al Quds",,"Abu Dis",31.7622,35.2617,1,"Jordan News Agency (Petra)",Regional,"Clashes broke out in Al‐Issawiya, Abu Dis and Eizariya towns in Jerusalem, as well as at the main entrance of Al‐Ram town between Palestinians and Israeli forces.",0,1523276676,PSE
1045142,275,PSE1314,1314,"28 December 2017",2017,1,Riots/Protests,"Military Forces of Israel (2009‐)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank","Al Quds",,"Al Ayzariyah",31.7708,35.2692,1,"Jordan News Agency (Petra)",Regional,"Clashes broke out in Al‐Issawiya, Abu Dis and Eizariya towns in Jerusalem, as well as at the main entrance of Al‐Ram town between Palestinians and Israeli forces.",0,1523276676,PSE
1045143,275,PSE1316,1316,"28 December 2017",2017,1,Riots/Protests,"Military Forces of Israel (2009‐)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank","Al Quds",,Anata,31.8092,35.259,1,"Jordan News Agency (Petra)",Regional,"Violent clasheserupted early Thursday at the main entrance of the Anata village between Palestinian youths and Israeli forces, who fired of tear gas canisters and bullets.",0,1523276676,PSE
1045144,275,PSE1317,1317,"28 December 2017",2017,1,Riots/Protests,"Military Forces of Israel (2009‐)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank","Al Quds",,"Ar Ram",31.8495,35.2342,1,"Jordan News Agency (Petra)",Regional,"Clashes broke out in Al‐Issawiya, Abu Dis and Eizariya towns in Jerusalem, as well as at the main entrance of Al‐Ram town between Palestinians and Israeli forces.",0,1523276676,PSE
1045145,275,PSE1318,1318,"28 December 2017",2017,1,Riots/Protests,"Military Forces of Israel (2009‐)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank","Al Quds",,Isawiya,31.8031,35.287,1,"Jordan News Agency (Petra)",Regional,"Clashes broke out in Al‐Issawiya, Abu Dis and Eizariya towns in Jerusalem, as well as at the main entrance of Al‐Ram town between Palestinians and Israeli forces.",0,1523276676,PSE
1045146,275,PSE1319,1319,"28 December 2017",2017,1,"Strategic development","Military Forces of Israel (2009‐)",,8,,,0,80,"Middle East",Palestine,"Gaza Strip","North Gaza",,"Bayt Lahya",31.5464,34.4951,1,"Ma'an News Agency",Subnational,"Security measure: Israeli naval forces opened fire at Palestinian fishing boats off the coast of Beit Lahiya in the northern Gaza Strip on Thursday morning. Locals said that Israeli naval ships chased down fishing boats off the coast of northern Gaza and opened fire at them. No injuries were reported.",0,1523276676,PSE
1045153,376,ISR306,306,"28 December 2017",2017,1,Riots/Protests,"Protesters (Israel)","Palestinian Arab Ethnic Group (Israel)",6,,,0,60,"Middle East",Israel,HaZafon,Yizreel,,"Ein Mahil",32.723,35.353,1,"Arutz Sheva",National,"Prime Minister Binyamin Netanyahu blasted Arab demonstrators who gathered in the Israeli‐Arab town of Ein Mahil Thursday evening toprotestagainst the Prime Minister's participation in a local event.",0,1523276676,ISR
1045227,275,PSE1315,1315,"28 December 2017",2017,1,"Strategic development","Rioters (Palestine)",,5,,,0,50,"Middle East",Palestine,"West Bank","Al Quds",,"Al Quds‐Silwan",31.7684,35.2381,1,"Jordan News Agency (Petra)",Regional,"Property destruction: In Ain al‐Luza neighborhood in Silwan town, Palestinian youths burned a car belonging to settlers.",0,1523276676,PSE
1045322,275,PSE1306,1306,"27 December 2017",2017,1,Riots/Protests,"Rioters (Palestine)",,5,"Military Forces of Israel (2009‐)",,8,58,"Middle East",Palestine,"West Bank",Salfit,,"Kifil Haris",32.1183,35.1572,1,"Arutz Sheva",National,"In Kafr Kifl Haris clashes occurred between residents and Israeli forces after Israeli forces escoted a number of settlers to pray there.",0,1523276676,PSE
1045323,275,PSE1307,1307,"27 December 2017",2017,1,Riots/Protests,"Rioters (Palestine)",,5,,,0,50,"Middle East",Palestine,"West Bank","Al Quds",,"Abu Dis",31.7622,35.2617,1,"The Times of Israel",National,"Stones and molotov cocktails were thrown at Public Security Minister Gilad Erdan's vehicle as he toured theWest BankPalestinian town of Abu Dis with police on Monday.",0,1523276676,PSE
1045324,275,PSE1308,1308,"27 December 2017",2017,1,Riots/Protests,"Military Forces of Israel (2009‐)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank",Nablus,,Huwwarah,32.1522,35.2567,1,"Arab News",Regional,"Clashes occuredwith Israeli soldiers near the Huwara checkpoint, south of Nablus in the Israeli‐occupiedWest Bankon Wednesday.",0,1523276676,PSE
1045377,275,PSE1309,1309,"27 December 2017",2017,1,"Strategic development","Military Forces of Israel (2009‐)",,8,,,0,80,"Middle East",Palestine,"Gaza Strip","Khan Yunis",,Khuzaa,31.3069,34.3572,2,"Jordan News Agency (Petra)",Regional,"Movement of forces: Israeli forces early Wednesday made an incursion into Palestinian lands east of Khuza'a town, east of Khan Younis in the southern parts of the Gaza Strip.",0,1523276676,PSE
1045458,275,PSE1301,1301,"26 December 2017",2017,1,Riots/Protests,"Military Forces of Israel (2009‐)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank","Al Khalil",,"Mukhayyam al Arrub",31.623,35.1371,1,"Anadolu Agency (AA)",Regional,"Two Palestinians were shot and injured by live ammunition inclashesthat took place in the Arroub refugee camp north of Hebron.",0,1523276676,PSE
1045459,275,PSE1302,1302,"26 December 2017",2017,1,Riots/Protests,"Military Forces of Israel (2009‐)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank","Al Khalil",,"Mukhayyam al Fawwar",31.4789,35.0659,1,"Anadolu Agency (AA)",Regional,"Six Palestinians were injured on Tuesday inclasheswith the Israeli army in the occupiedWest Bank, according to Palestinian sources. Medics treated two Palestinians who were hurt inclashesnear the Al‐Fawwar refugee camp near the southernWest Bankcity of Hebron.",0,1523276676,PSE
1045460,275,PSE1303,1303,"26 December 2017",2017,1,Riots/Protests,"Military Forces of Israel (2009‐)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank","Al Khalil",,Siir,31.585,35.1437,1,"Anadolu Agency (AA)",Regional,"Two were injured by live ammunition in the town of Sa'ir during clashes between Palestinian demonstrators and Israeli military.",0,1523276676,PSE
1045461,275,PSE1305,1305,"26 December 2017",2017,1,"Strategic development","Military Forces of Israel (2009‐)",,8,"Civilians (Palestine)","Students (Palestine)",7,78,"Middle East",Palestine,"West Bank",Jenin,,Yabad,32.4457,35.1682,1,"Emirates News Agency; Palestine News & Information Agency",Subnational-regional,"Security measure: A number of Palestinian students suffered from suffocation after Israeli forces fired tear gas and stun grenades at their high school in the town of Ya'bad. Israeli forces raided the school of Izz al‐Din al‐Qassam in the morning while the students were sitting for their midterm exams causing panic among them and disrupting the exams. The soldiers broke into the school without any warning even thought there were no clashes in that area at that time.",0,1523276676,PSE
1045462,376,ISR305,305,"26 December 2017",2017,1,Riots/Protests,"Protesters (Palestine)","Prisoners (Palestine)",6,,,0,60,"Middle East",Israel,"Tel Aviv","Tel Aviv",,"Tel Aviv",32.0809,34.7806,3,"Palestine News &Information Agency (WAFA)",Other-national,"Palestinian prisoners in Israeli jails Tuesday started aprotest campaign after an Israeli lawmaker Monday verbally assaulted their families who were visiting them.",0,1523276676,ISR
1045523,275,PSE1304,1304,"26 December 2017",2017,1,"Strategic development","Military Forces of Israel (2009‐)",,8,,,0,80,"Middle East",Palestine,"Gaza Strip","North Gaza",,Jabalya,31.5272,34.4835,2,"Ma'an News Agency",Subnational,"Movement of forces: Israeli forces early Tuesday made an incursion into Palestinian lands east of Jabalia camp, in the northern Gaza Strip.",0,1523276676,PSE
1045590,275,PSE1300,1300,"25 December 2017",2017,1,Riots/Protests,"Police Forces of Israel (2009‐)",,8,"Rioters (Israel)","Settlers (Israel)",5,58,"Middle East",Palestine,"West Bank",Nablus,,"Khirbat Sarrah",32.0565,35.3069,2,"The Times of Israel",National,"Activists throw rocks at officers, who respond withriotdispersal measures; settlers accuse law enforcement of using excessive force. Four Israelis were arrested Monday during the razing of an illegally built home in a West Bank outpost that precipitated violent clashes between security forces and settlers.",0,1523276677,PSE
645487,376,ISR304,304,"25 December 2017",2017,1,Riots/Protests,"Protesters (Israel)",,6,,,0,60,"Middle East",Israel,"Tel Aviv","Tel Aviv",,"Tel Aviv",32.0809,34.7806,1,"The Times of Israel",National,"Dozens of workers at Channel 20 and supporters protested outside government buildings in Tel Aviv on Monday, as the station faces closure for violating the terms of its license.",0,1518772777,ISR
1045720,275,PSE1299,1299,"24 December 2017",2017,1,Riots/Protests,"Military Forces of Israel (2009‐)",,8,"Rioters (Palestine)","Students (Palestine)",5,58,"Middle East",Palestine,"West Bank","Al Khalil",,Hebron,31.5294,35.0938,1,"Palestine News &Information Agency (WAFA)",Other-national,"Israeli army Sunday raided thePalestineTechnical College in Hebron and fired tear gas canisters on campus causing dozens of students to suffocate. Israeli army raided the college campus and deployed troops in agricultural land surrounding it, under the pretext that students hurled rocks at soldiers. Israeli forces opened live fire and fired rubber‐coated steel bullets and tear gas canisters in the direction of campus.",0,1523276677,PSE
1045793,275,PSE1298,1298,"24 December 2017",2017,1,"Strategic development","Military Forces of Israel (2009‐)",,8,,,0,80,"Middle East",Palestine,"West Bank",Ramallah,,"Beit El",31.9333,35.2167,1,"Palestine News &Information Agency (WAFA)",Other-national,"Security measure: Israeli forces Sunday closed the Beit El checkpoint and the Ramallah‐ Jalazoun refugee camp main road for traffic in both directions.",0,1523276677,PSE
1045852,275,PSE1295,1295,"23 December 2017",2017,1,Riots/Protests,"Military Forces of Israel (2009‐)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"Gaza Strip","North Gaza",,Jabalya,31.5272,34.4835,2,"Agence France Presse",International,"After the Shalash funeral in Jabalia, Palestinians went to the border withIsraelwhere they threw stones at soldiers, who responded with tear gas and live bullets.",0,1523276677,PSE
1045853,275,PSE1296,1296,"23 December 2017",2017,1,Riots/Protests,"Military Forces of Israel (2009‐)",,8,"Protesters (Palestine)",,6,68,"Middle East",Palestine,"West Bank",Bethlehem,,Bethlehem,31.7049,35.2038,1,"Anadolu Agency (AA)",Regional,"Israeli forces on Saturday violently dispersed a rally staged by hundreds of Palestinians, some of whom were dressed as Santa Claus in theWest Bankcity of Bethlehem. Israeli soldiers used live ammunition, rubber bullets and teargas to disperse the protesters.",0,1523276677,PSE
645481,376,ISR302,302,"23 December 2017",2017,1,Riots/Protests,"Protesters (Israel)",,6,,,0,60,"Middle East",Israel,"Tel Aviv","Tel Aviv",,"Tel Aviv",32.0809,34.7806,1,"Agence France Presse",International,"Thousands of Israelis on Saturday held a demonstration in Tel Aviv for the fourth week running calling for the resignation of the ""corrupt"" government and its head.",0,1518772777,ISR
1045854,376,ISR303,303,"23 December 2017",2017,1,Riots/Protests,"Protesters (Israel)",,6,,,0,60,"Middle East",Israel,Jerusalem,Jerusalem,,Jerusalem,31.769,35.2163,1,"Associated International Press; The Times of Israel",National-international,"Several hundred attended a right‐wing anti‐corruption rally in Jerusalem, with speeches headlined by former defense minister Moshe Yaalon.",0,1523276677,ISR
1045900,376,ISR312,312,"23 December 2017",2017,1,Riots/Protests,"Protesters (Israel)",,6,,,0,60,"Middle East",Israel,Haifa,Haifa,,Haifa,32.8184,34.9885,1,"Ynet News",National,"Anti‐corruption protests were organised in several cities across Israel. Some 300 people gathered in Haifa to protest, including elderly people, parents with children, national religious Jews. They chanted slogans such as: ""Corrupted Bibi, we'll see you in court"" and ""Mandelblit, we'll never forgive or forget the cover up.""",0,1523276677,ISR
1045901,376,ISR313,313,"23 December 2017",2017,1,Riots/Protests,"Protesters (Israel)",,6,,,0,60,"Middle East",Israel,HaZafon,Safed,,"Rosh Pinna",32.9689,35.5426,1,"Ynet News",National,"Anti‐corruption protests were organised in several cities across Israel. In northern Israel, close to 200 people demonstrated at the Tzemach Junction, some 300 in Afula and some 100 in Rosh Pina.",0,1523276677,ISR
1045902,376,ISR314,314,"23 December 2017",2017,1,Riots/Protests,"Protesters (Israel)",,6,,,0,60,"Middle East",Israel,HaZafon,Kinneret,,Tiberias,32.7922,35.5312,2,"Ynet News",National,"Anti‐corruption protests were organised in several cities across Israel. In northern Israel, close to 200 people demonstrated at the Tzemach Junction, some 300 in Afula and some 100 in Rosh Pina.",0,1523276677,ISR
1045903,376,ISR315,315,"23 December 2017",2017,1,Riots/Protests,"Protesters (Israel)",,6,,,0,60,"Middle East",Israel,HaZafon,Yizreel,,Afula,32.6091,35.2892,1,"Ynet News",National,"Anti‐corruption protests were organised in several cities across Israel. In northern Israel, close to 200 people demonstrated at the Tzemach Junction, some 300 in Afula and some 100 in Rosh Pina.",0,1523276677,ISR
1045912,275,PSE1297,1297,"23 December 2017",2017,1,"Strategic development","Military Forces of Israel (2009‐)",,8,,,0,80,"Middle East",Palestine,"West Bank",Nablus,,"Al Lubban ash Sharqiyah",32.0701,35.2403,1,"Ma'an News Agency",Subnational,"Security measure: Israeli forces closed the entrance of the al‐Lubban village in southern Nablus in the northern occupied West Bank with dirt mounds late Friday night.",0,1523276677,PSE
1045988,275,PSE1272,1272,"22 December 2017",2017,1,Riots/Protests,"Military Forces of Israel (2009‐)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"Gaza Strip","North Gaza",,Jabalya,31.5272,34.4835,2,"Agence France Presse",International,"Zakaria al‐Kafarneh, 24, died after being shot in the chest in clashes between Palestinians and Israeli forces near Jabalia, in northern Gaza.",1,1523276677,PSE
1045989,275,PSE1273,1273,"22 December 2017",2017,1,Riots/Protests,"Protesters (Palestine)","PIJ: Palestinian Islamic Jihad",6,,,0,60,"Middle East",Palestine,"Gaza Strip",Gaza,,Gaza,31.5,34.4667,2,BBC,International,"Palestinian Islamic Jihad Movement held a rally in CentralGazawhere leaders of the movement gave speeches urging the crowd toprotestat fraction points along the border fence betweenIsraeland the Strip.",0,1523276677,PSE
1045990,275,PSE1274,1274,"22 December 2017",2017,1,Riots/Protests,"Military Forces of Israel (2009‐)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"Gaza Strip","Khan Yunis",,"Khan Yunis",31.3402,34.3063,2,BBC,International,"Rioting demonstrators were injured after the Israeli army shot tear gas at them at the border fence between the Strip andIsraelin Khanyounis, South ofGaza.",0,1523276677,PSE
1045991,275,PSE1275,1275,"22 December 2017",2017,1,Riots/Protests,"Military Forces of Israel (2009‐)",,8,"Protesters (Palestine)","Journalists (Palestine)",6,68,"Middle East",Palestine,"West Bank",Ramallah,,"Al Bireh",31.9053,35.215,1,"Palestine News &Information Agency (WAFA)",Other-national,"In al‐Bireh city in Ramallah, a large number of Palestinians, including a journalist, were treated for suffocation during a rally at the northern entrance of the city.",0,1523276677,PSE
1045992,275,PSE1276,1276,"22 December 2017",2017,1,Riots/Protests,"Military Forces of Israel (2009‐)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank",Bethlehem,,"Al Khadir",31.6941,35.1669,1,"Palestine News &Information Agency (WAFA)",Other-national,"A youth was shot and injured in the thigh with live ammunition during clashes with Israeli militrythat erupted in the town of al‐Khader to the south of Bethlehem.",0,1523276677,PSE
1045993,275,PSE1277,1277,"22 December 2017",2017,1,Riots/Protests,"Military Forces of Israel (2009‐)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank",Nablus,,"Al Lubban ash Sharqiyah",32.0701,35.2403,1,"Palestine News &Information Agency (WAFA)",Other-national,"In the Nablus area, at least four Palestinians were shot and injured with rubber‐coated steel bullets duringclashesthat erupted in the village of al‐Lubban ash‐Sharqiya following a militaryraidinto the town. A number of suffocation cases were reported.",0,1523276677,PSE
1045994,275,PSE1278,1278,"22 December 2017",2017,1,Riots/Protests,"Military Forces of Israel (2009‐)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank",Ramallah,,"Bayta at Tahta",32.1387,35.2837,1,"Palestine News &Information Agency (WAFA)",Other-national,"Clashes took place at the entrance of Baita, south of Nablus, where ten people were reportedly shot and injured by rubber bullets used by the Israeli army against protesters.",0,1523276677,PSE
1045995,275,PSE1279,1279,"22 December 2017",2017,1,Riots/Protests,"Military Forces of Israel (2009‐)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank",Ramallah,,Bilin,31.9284,35.072,1,"Palestine News &Information Agency (WAFA)",Other-national,"Dozens of suffocation cases were reported during clashesthat erupted in the village of Bil'in to the west of Ramallah.",0,1523276677,PSE
1045996,275,PSE1280,1280,"22 December 2017",2017,1,Riots/Protests,"Military Forces of Israel (2009‐)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"Gaza Strip",Gaza,,Gaza‐Shujaiyya,31.4989,34.4677,1,"Palestine News &Information Agency (WAFA)",Other-national,"A Palestinian, who was identified as Mohammed Mohaisen, 29, was killed by a fatal bullet to the chest duringclashesthat broke out to the east of Shajaia neighborhood.",1,1523276677,PSE
1045997,275,PSE1281,1281,"22 December 2017",2017,1,Riots/Protests,"Military Forces of Israel (2009‐)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank",Salfit,,Iskaka,32.1036,35.2247,1,"Palestine News &Information Agency (WAFA)",Other-national,"While dozens of demonstrators suffocated duringclashesthat broke out as forces clamped down on a similar rally protesting US decision on Jerusalem in the town of Iskaka.",0,1523276677,PSE
