data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
1684549,275,PSE3346,3346,"04 July 2018",2018,1,Riots/Protests,"Protesters (Palestine)","UNRWA: United Nations Relief and Works Agency",6,,,0,60,"Middle East",Palestine,"Gaza Strip",Gaza,,Gaza,31.5,34.4667,1,"Anadolu Agency (AA)",Regional,"UNRWA employees held a demonstration in Gaza city on July 4 to protest the termination of their permanent employment contracts.",0,1531175871,PSE
1684550,275,PSE3347,3347,"04 July 2018",2018,1,"Violence against civilians","Rioters (Israel)","Settlers (Israel)",5,"Civilians (Palestine)",,7,57,"Middle East",Palestine,"West Bank",Hebron,,Hebron,31.5294,35.0938,1,"Ma'an News Agency",Subnational,"Israeli settlers reportedly assaulted Palestinians in Hebron on July 4. No injuries reported.",0,1531175871,PSE
1684542,275,PSE3339,3339,"03 July 2018",2018,1,"Strategic development","Military Forces of Israel (2009-)",,8,"Civilians (Palestine)","Fishermen (Palestine)",7,78,"Middle East",Palestine,"Gaza Strip",Gaza,,Gaza,31.5,34.4667,2,"Ma'an News Agency",Subnational,"Non-Violent Activity: Israeli forces opened fire at Palestinian fishermen of the central and northern coasts of Gaza on July 3.",0,1531175871,PSE
1684543,275,PSE3340,3340,"03 July 2018",2018,1,"Violence against civilians","Military Forces of Israel (2009-)",,8,"Protesters (Palestine)",,6,68,"Middle East",Palestine,"Gaza Strip",Gaza,,Gaza,31.5,34.4667,2,"Agence France Presse; Xinhua",International,"On July 3, thousands women arrived at the border fence near Gaza city for a women's march. The women moved in groups to within 50 meters of the fence. Israeli forces opened fire on them, wounding 17 people.",0,1531175871,PSE
1684544,275,PSE3341,3341,"03 July 2018",2018,1,"Strategic development","Military Forces of Israel (2009-)",,8,,,0,80,"Middle East",Palestine,"Gaza Strip",Gaza,,Gaza,31.5,34.4667,2,"Ma'an News Agency",Subnational,"Property Destruction: Israeli forces bulldozed Palestinian land east of Gaza city on July 3.",0,1531175871,PSE
1684545,275,PSE3342,3342,"03 July 2018",2018,1,"Strategic development","Military Forces of Israel (2009-)",,8,,,0,80,"Middle East",Palestine,"West Bank",Bethlehem,,Battir,31.7195,35.141,1,"Ma'an News Agency",Subnational,"Property Destruction: Israeli forces demolished a Palestinian home in Battir on July 3.",0,1531175871,PSE
1684712,376,ISR661,660,"03 July 2018",2018,1,"Remote violence","Unidentified Armed Group (Palestine)",,3,,,0,30,"Middle East",Israel,HaDarom,"Beer Sheva",,Kissufim,31.3749,34.3984,1,"The Times of Israel",National,"Fires sparked by incendiary devices from Gaza were reported on July 3 in Kissufim, Beeri, and Nahal Oz.",0,1531175871,ISR
1684713,376,ISR662,661,"03 July 2018",2018,1,"Remote violence","Unidentified Armed Group (Palestine)",,3,,,0,30,"Middle East",Israel,HaDarom,Ashqelon,,Beeri,31.4243,34.4916,1,"The Times of Israel",National,"Fires sparked by incendiary devices from Gaza were reported on July 3 in Kissufim, Beeri, and Nahal Oz.",0,1531175871,ISR
1684714,376,ISR663,662,"03 July 2018",2018,1,"Remote violence","Unidentified Armed Group (Palestine)",,3,,,0,30,"Middle East",Israel,HaDarom,Ashqelon,,"Nahal Oz",31.4731,34.4983,1,"The Times of Israel",National,"Fires sparked by incendiary devices from Gaza were reported on July 3 in Kissufim, Beeri, and Nahal Oz.",0,1531175871,ISR
1721293,275,PSE3354,3354,"03 July 2018",2018,1,"Strategic development","Unidentified Armed Group (Palestine)",,3,,,0,30,"Middle East",Palestine,"West Bank","Al Quds",,"Al Quds-Silwan",31.7684,35.2381,1,Jpost.com,National,"Property Destruction: 6 masked men targetted a settlement house with petrol bombs in Silwan, East Jerusalem, on July 3. The source did not indicate anyone was home at the time.",0,1531775727,PSE
1684538,275,PSE3335,3335,"02 July 2018",2018,1,"Strategic development","Military Forces of Israel (2009-)",,8,,,0,80,"Middle East",Palestine,"Gaza Strip","Khan Yunis",,"Khan Yunis",31.3402,34.3063,2,"Jordan News Agency (Petra)",Regional,"Property Destruction: Israeli forces bulldozed land east of Khan Yunis on July 2.",0,1531175871,PSE
1684539,275,PSE3336,3336,"02 July 2018",2018,1,Riots/Protests,"Rioters (Palestine)",,5,"Military Forces of Israel (2009-)",,8,58,"Middle East",Palestine,"Gaza Strip",Rafah,,Rafah,31.287,34.2595,2,"Agence France Presse; Ma'an News Agency; Jpost",Subnational-International,"Israeli soldiers opened fire on four Palestinians armed with firecrackers who were approaching the border fence in an alleged attempt to set an Israeli sniper post on fire on July 2. One of them was killed east of Rafah.",1,1531175871,PSE
1684540,275,PSE3337,3337,"02 July 2018",2018,1,Riots/Protests,"Protesters (Palestine)",,6,,,0,60,"Middle East",Palestine,"West Bank",Ramallah,,Ramallah,31.8996,35.2042,1,"Anadolu Agency (AA)",Regional,"Hundreds of Palestinians demonstrated in Ramallah on July 2 against the so-called ""Deal of the Century"" proposed by the Trump administration.",0,1531175871,PSE
1684541,275,PSE3338,3338,"02 July 2018",2018,1,"Violence against civilians","Military Forces of Israel (2009-)",,8,"Civilians (Palestine)","Farmers (Palestine)",7,78,"Middle East",Palestine,"Gaza Strip",Rafah,,Rafah,31.287,34.2595,2,"Jordan News Agency (Petra)",Regional,"Israeli forces opened fire against Palestinian farmers east of Rafah in the southern Gaza Strip on July 2. No injuries were reported.",0,1531175871,PSE
1684711,376,ISR660,659,"02 July 2018",2018,1,Riots/Protests,"Protesters (Israel)",,6,,,0,60,"Middle East",Israel,Jerusalem,Jerusalem,,Jerusalem,31.769,35.2163,1,Jpost.com,National,"Israeli demonstrators gathered in front of the Knesset on July 2. Demonstrators are opposed to a law that will scrap accommodations for children with special needs at public schools.",0,1531175871,ISR
1684537,275,PSE3334,3334,"01 July 2018",2018,1,"Violence Against Civilians","Rioters (Israel)","Settlers (Israel); Military Forces of Israel (2009-)",5,"Civilians (Palestine)",,7,57,"Middle East",Palestine,"West Bank",Hebron,,Hebron,31.5294,35.0938,1,AlBawaba.com,Regional,"Israeli settlers assaulted Palestinian residents in Hebron, including an elderly man, while Israeli forces raided two houses on July 1.",0,1531175871,PSE
1684708,376,ISR657,656,"01 July 2018",2018,1,"Remote violence","Unidentified Armed Group (Palestine)",,3,,,0,30,"Middle East",Israel,HaDarom,Ashqelon,,Beeri,31.4243,34.4916,1,"Jerusalem Post",National,"At least 12 fires were reported in southern Israel on July 1 due to incendiary devices sent from Gaza. Fires were reported in Beeri forest, Kissufim forest, and Simhoni Forest near Kfar Aza.",0,1531175871,ISR
1684709,376,ISR658,657,"01 July 2018",2018,1,"Remote violence","Unidentified Armed Group (Palestine)",,3,,,0,30,"Middle East",Israel,HaDarom,"Beer Sheva",,Kissufim,31.3749,34.3984,1,"Jerusalem Post",National,"At least 12 fires were reported in southern Israel on July 1 due to incendiary devices sent from Gaza. Fires were reported in Beeri forest, Kissufim forest, and Simhoni Forest near Kfar Aza.",0,1531175871,ISR
1684710,376,ISR659,658,"01 July 2018",2018,1,"Remote violence","Unidentified Armed Group (Palestine)",,3,,,0,30,"Middle East",Israel,HaDarom,Ashqelon,,"Kefar Azza",31.4841,34.5331,2,"Jerusalem Post",National,"At least 12 fires were reported in southern Israel on July 1 due to incendiary devices sent from Gaza. Fires were reported in Beeri forest, Kissufim forest, and Simhoni Forest near Kfar Aza.",0,1531175871,ISR
1671305,275,PSE3255,3255,"30 June 2018",2018,1,Riots/Protests,"Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank",Hebron,,"Bayt Ummar",31.6233,35.1045,1,"Ma'an News Agency",Subnational,"Clashes broke out between Palestinian youth and Israeli forces in the Beit Ummar town near Hebron during an Israeli raid on June 30. Israeli forces used rubber coated bullets, stun grenades and tear gas.",0,1530558314,PSE
1671431,376,ISR641,641,"30 June 2018",2018,1,"Remote violence","Unidentified Armed Group (Palestine)",,3,,,0,30,"Middle East",Israel,HaDarom,Ashqelon,,Beeri,31.4243,34.4916,2,"The Times of Israel",National,"On June 30, firefighters battled to fight 5 fires sparked by incendiary devices flown from Gaza into southern Israel.",0,1530558315,ISR
1684536,275,PSE3333,3333,"30 June 2018",2018,1,Riots/Protests,"Police Forces of Palestine (1994-) West Bank",,1,"Protesters (Palestine)",,6,16,"Middle East",Palestine,"West Bank",Nablus,,Nablus,32.2211,35.2544,1,BBC,International,"The Palestinian Authority's (PA) security forces broke up a demonstration against PA sanctions against Gaza in Nablus on 30 June.",0,1531175871,PSE
1671300,275,PSE3250,3250,"29 June 2018",2018,1,Riots/Protests,"Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"Gaza Strip","Khan Yunis",,Khuzaa,31.3069,34.3572,2,"Agence France Presse",International,"Demonstrations broke out along the Gazan border with Israel on June 29. One 13 year old was shot and killed east of Khan Yunis. Hundreds of injuries were reported.",1,1530558314,PSE
1684458,275,PSE3251,3251,"29 June 2018",2018,1,Riots/Protests,"Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"Gaza Strip",Rafah,,"Shokat as Sufi",31.2586,34.2824,2,"Agence France Presse",International,"Demonstrations broke out along the Gazan border with Israel on June 29. Hundreds of injuries were reported. A demonstrator was shot and killed east of Rafah.",1,1531175871,PSE
1671302,275,PSE3252,3252,"29 June 2018",2018,1,Riots/Protests,"Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank",Ramallah,,Ramallah,31.8996,35.2042,2,"Anadolu Agency (AA)",Regional,"Clashes broke out near the cities of Ramallah and Al Bireh between Israeli forces and Palestinian youth on June 29. Israeli forces used tear gas, rubber bullets, and live ammunition to disperse the crowds. Demonstrators responded with throwing stones and setting tires on fire.",0,1530558314,PSE
1671303,275,PSE3253,3253,"29 June 2018",2018,1,Riots/Protests,"Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank",Ramallah,,"Al Bireh",31.9053,35.215,2,"Anadolu Agency (AA)",Regional,"Clashes broke out near the cities of Ramallah and Al Bireh between Israeli forces and Palestinian youth on June 29. Israeli forces used tear gas, rubber bullets, and live ammunition to disperse the crowds. Demonstrators responded with throwing stones and setting car tires alight.",0,1530558314,PSE
1671304,275,PSE3254,3254,"29 June 2018",2018,1,"Strategic development","Settlers (Israel)",,3,,,0,30,"Middle East",Palestine,"West Bank",Nablus,,"Bayt Furik",32.1769,35.3354,1,"Ma'an News Agency",Subnational,"Property Damange: Israeli settlers set large fires in the village of Bayt Furik on June 29.",0,1530558314,PSE
1671430,376,ISR640,640,"29 June 2018",2018,1,"Remote violence","Unidentified Armed Group (Palestine)",,3,,,0,30,"Middle East",Israel,HaDarom,Ashqelon,,Beeri,31.4243,34.4916,2,"The Times of Israel",National,"15 fires broke out in Israel due to incendiary devices launched from the Gaza Strip on June 29.",0,1530558315,ISR
1671297,275,PSE3247,3247,"28 June 2018",2018,1,Riots/Protests,"Rioters (Israel)","Settlers (Israel)",5,,,0,50,"Middle East",Palestine,"West Bank",Salfit,,Urif,32.1595,35.2223,1,"Jordan News Agency (Petra)",Regional,"Israeli settlers wrote racial slurs on the walls of a farm and punctured the tires of 2 Palestinian-owned vehicles in 'Urif village south of the West Bank city of Nablus on June 28.",0,1530558314,PSE
1671298,275,PSE3248,3248,"28 June 2018",2018,1,"Remote violence","Military Forces of Israel (2009-)",,8,,,0,80,"Middle East",Palestine,"Gaza Strip",Gaza,,"Az Zaytun",31.4964,34.4522,1,"Ma'an News Agency",Subnational,"Israeli forces on June 28 carried out airstrikes in al Zaytoun neighborhood of Gaza city targeting a group of Palestinians. There were no reports of injuries.",0,1530558314,PSE
1671299,275,PSE3249,3249,"28 June 2018",2018,1,Riots/Protests,"Rioters (Palestine)",,5,"Military Forces of Israel (2009-)",,8,58,"Middle East",Palestine,"Gaza Strip",Rafah,,Rafah,31.287,34.2595,2,"Agence France Presse; Arutz Sheva",National-International,"A Palestinian teenager was killed on June 28 after he and another young man attempted to breach the border with Israel during a demo near Rafah. Molotov cocktails were found at the scene.",1,1530558314,PSE
1671427,376,ISR637,637,"28 June 2018",2018,1,"Remote violence","Unidentified Armed Group (Palestine)",,3,,,0,30,"Middle East",Israel,HaDarom,Ashqelon,,Magen,31.2991,34.4275,2,"The Times of Israel",National,"20 fires broke out on June 28 due to incendiary balloons and kites from Gaza which caused fires in Eshkol (Magen area) and Shaar HaNegev (around Sderot).",0,1530558315,ISR
1671428,376,ISR638,638,"28 June 2018",2018,1,"Remote violence","Unidentified Armed Group (Palestine)",,3,,,0,30,"Middle East",Israel,HaDarom,Ashqelon,,Sderot,31.525,34.5969,2,"The Times of Israel",National,"20 fires broke out on June 28 due to incendiary balloons and kites from Gaza which caused fires in Eshkol (Magen area) and Shaar HaNegev (around Sderot).",0,1530558315,ISR
1671429,376,ISR639,639,"28 June 2018",2018,1,Riots/Protests,"Protesters (Israel)",,6,"Police Forces of Israel (2009-)",,1,16,"Middle East",Israel,"Tel Aviv","Tel Aviv",,"Tel Aviv",32.0809,34.7806,1,"The Times of Israel",National,"A number of demonstrators in wheelchairs stopped traffic for 30 minutes in to call for minimum wage for disabled persons on June 28. Israeli police eventually were able to remove the demonstrators.",0,1530558315,ISR
1671295,275,PSE3245,3245,"27 June 2018",2018,1,"Remote violence","Military Forces of Israel (2009-)",,8,"Hamas Movement",,3,38,"Middle East",Palestine,"Gaza Strip","North Gaza",,"Bayt Lahya",31.5464,34.4951,2,"Agence France Presse; Jordan News Agency (Petra)",Regional-International,"On June 27, two Hamas observation posts in northern Gaza were hit by Israeli airstrikes. No injuries were reported.",0,1530558314,PSE
1671296,275,PSE3246,3246,"27 June 2018",2018,1,"Violence against civilians","Military Forces of Israel (2009-)",,8,"Civilians (Palestine)",,7,78,"Middle East",Palestine,"Gaza Strip","North Gaza",,"Bayt Hanun",31.5353,34.5358,2,Jpost.com,National,"Three Palestinians attempted to infiltrate into Israel from the northern Gaza Strip causing Israeli forces to respond with live fire June 27. One of the Palestinians, a 15 year old was shot. It was not reported that they were armed.",0,1530558314,PSE
1671426,376,ISR636,636,"27 June 2018",2018,1,"Strategic development","Military Forces of Israel (2009-)",,1,,,0,10,"Middle East",Israel,HaDarom,"Beer Sheva",,Beersheba,31.2518,34.7913,2,"Ma'an News Agency",Subnational,"Property Destruction: Israeli authorities on June 27 demolished the Bedouin village of al-Araqib in the Negev desert in southern Israel for the 130th time.",0,1530558315,ISR
1671288,275,PSE3238,3238,"26 June 2018",2018,1,"Remote violence","Military Forces of Israel (2009-)",,8,"Unidentified Armed Group (Palestine)",,3,38,"Middle East",Palestine,"Gaza Strip",Gaza,,Gaza,31.5,34.4667,2,Xinhua,International,"Three Israeli airstrikes targeted groups of Palestinians preparing incendiary devices on June 26 in eastern Gaza but no specific locations were reported. Damage was caused to vehicles but there were no reported injuries.",0,1530558314,PSE
1671289,275,PSE3239,3239,"26 June 2018",2018,1,"Strategic development","Military Forces of Israel (2009-)",,8,,,0,80,"Middle East",Palestine,"Gaza Strip",Gaza,,"Al Mintar Crossing",31.4739,34.4736,2,"Jordan News Agency (Petra)",Regional,"Property Destruction: On June 26, Israeli forces entered Palestinian land east of Gaza city (near Mintar crossing) and razed Palestinian owned lands.",0,1530558314,PSE
1671290,275,PSE3240,3240,"26 June 2018",2018,1,"Strategic development","Military Forces of Israel (2009-)",,8,,,0,80,"Middle East",Palestine,"Gaza Strip","Khan Yunis",,"Al Qararah",31.3739,34.3409,1,"Jordan News Agency (Petra)",Regional,"Property Destruction: On June 26, Israeli forces entered Al Qarara east of Khan Younis and razed Palestinian owned lands.",0,1530558314,PSE
1671291,275,PSE3241,3241,"26 June 2018",2018,1,Riots/Protests,"Military Forces of Israel (2009-)","Settlers (Israel)",8,"Rioters (Palestine)","Refugees/IDPs (Palestine)",5,58,"Middle East",Palestine,"West Bank",Nablus,,Balata,32.2121,35.2856,1,"Jordan News Agency (Petra); Palestinian News & Information Agency (WAFA)",National-Regional,"At least 50 Palestinians were injured by Israeli fire during clashes that broke out between Palestinians and Israeli forces after hundreds of Israeli settlers came to pray at ""Joseph's Tomb"" in Balata on June 26. Israeli forces raided Balata refugee camp and arrested 7 Palestinians.",0,1530558314,PSE
1671292,275,PSE3242,3242,"26 June 2018",2018,1,"Violence against civilians","Military Forces of Israel (2009-)",,8,"Civilians (Palestine)",,7,78,"Middle East",Palestine,"West Bank",Nablus,,Nablus,32.2211,35.2544,1,"Palestine News & Information Agency (WAFA)",National,"Israeli forces opened live fire at a car in Nablus injuring the two civilians in the car on June 26. Israeli forces said the vehicle was driving suspiciously.",0,1530558314,PSE
1671293,275,PSE3243,3243,"26 June 2018",2018,1,"Remote violence","Military Forces of Israel (2009-)",,8,,,0,80,"Middle East",Palestine,"Gaza Strip",Gaza,,"An Nusayrat",31.4486,34.3925,1,"Agence France Presse",International,"On June 26, an Israeli airstrike targeted a vehicle belonging to a Hamas official involved with the launching of incendiary devices into Israel in Nuseirat refugee camp.",0,1530558314,PSE
1671294,275,PSE3244,3244,"26 June 2018",2018,1,Riots/Protests,"Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank",Nablus,,Nablus,32.2211,35.2544,1,"Palestine News & Information Agency (WAFA)",National,"Clashes broke out in Nablus between locals and Israeli forces as Israeli forces raided the city to make arrests from earlier clashes on June 26. A number of Palestinians were injured.",0,1530558314,PSE
1671423,376,ISR633,633,"26 June 2018",2018,1,"Remote violence","Hamas Movement",,3,,,0,30,"Middle East",Israel,HaDarom,Ashqelon,,Ashqelon,31.6693,34.5715,2,"Agence France Presse; Arutz Sheva",National-International,"Overnight on June 26, Hamas fired a dozen rocket at Israel in response to Israeli's targeting of Palestinian civilians. The rockets caused no casualities or damage. Three of the rockets were destroyed by the Iron Dome.",0,1530558315,ISR
1671424,376,ISR634,634,"26 June 2018",2018,1,"Remote violence","Unidentified Armed Group (Palestine)",,3,,,0,30,"Middle East",Israel,HaDarom,Ashqelon,,Beeri,31.4243,34.4916,1,"Arutz Sheva",National,"Fires sparked by incendiary objects flown from Gaza were sparked in Kissufim forest and Beeri forest on June 26.",0,1530558315,ISR
1671425,376,ISR635,635,"26 June 2018",2018,1,"Remote violence","Unidentified Armed Group (Palestine)",,3,,,0,30,"Middle East",Israel,HaDarom,"Beer Sheva",,Kissufim,31.3749,34.3984,1,"Arutz Sheva",National,"Fires sparked by incendiary objects flown from Gaza were sparked in Kissufim forest and Beeri forest on June 26.",0,1530558315,ISR
1671287,275,PSE3237,3237,"25 June 2018",2018,1,"Strategic development","Military Forces of Israel (2009-)",,8,,,0,80,"Middle East",Palestine,"West Bank",Tubas,,Bardalah,32.3863,35.4808,1,"Palestine News & Information Agency (WAFA)",National,"Property Destruction: Israeli forces on June 25 raided the village of Bardala, in the northern Jordan Valley, and razed lands in the village searching for 'unauthorized' water holes.",0,1530558314,PSE
1671280,275,PSE3230,3230,"24 June 2018",2018,1,"Remote violence","Military Forces of Israel (2009-)",,8,"Unidentified Armed Group (Palestine)",,3,38,"Middle East",Palestine,"Gaza Strip",Gaza,,"Az Zaytun",31.4964,34.4522,1,"Anadolu Agency (AA); Xinhua",Regional-International,"At least three Palestinians were injured on June 24 when Israeli forces shelled a group of Palestinians in Gaza's al Zaytoun east of Gaza City who were flying incendiary kites and balloons.",0,1530558314,PSE
1671281,275,PSE3231,3231,"24 June 2018",2018,1,"Remote violence","Military Forces of Israel (2009-)",,8,"Hamas Movement",,3,38,"Middle East",Palestine,"Gaza Strip","Deir Al Balah",,"Dayr al Balah",31.4178,34.3503,2,"Anadolu Agency (AA); Xinhua",Regional-International,"Israeli forces bombed a Hamas military post on June 24.",0,1530558314,PSE
1671282,275,PSE3232,3232,"24 June 2018",2018,1,"Remote violence","Military Forces of Israel (2009-)",,8,,,0,80,"Middle East",Palestine,"Gaza Strip","Deir Al Balah",,"Al Burayj",31.4394,34.4031,2,"Anadolu Agency (AA); Xinhua",Regional-International,"Israeli forces bombed a motorcycle near Al Bureij refugee camp In the central Gaza Strip on June 24. The airstrike caused no reported injuries.",0,1530558314,PSE
1671283,275,PSE3233,3233,"24 June 2018",2018,1,"Remote violence","Military Forces of Israel (2009-)",,8,"Unidentified Armed Group (Palestine)",,3,38,"Middle East",Palestine,"Gaza Strip","Khan Yunis",,Khuzaa,31.3069,34.3572,2,"Anadolu Agency (AA)",Regional,"Israeli aircraft hit a vehicle used by people to launch 'balloon bombs' in the southern Gaza strip on June 24.",0,1530558314,PSE
1671284,275,PSE3234,3234,"24 June 2018",2018,1,"Violence against civilians","Unidentified Armed Group (Palestine)",,3,"Civilians (Palestine)",,7,37,"Middle East",Palestine,"West Bank",Bethlehem,,"Migdal Oz",31.65,35.1667,2,"Arutz Sheva",National,"Unidentified armed Palestinians opened fire on an Israeli civilian vehicle on June 24 near the settlement of Midgal Oz. The vehicle was not hit and there were no damages or injuries.",0,1530558314,PSE
1671285,275,PSE3235,3235,"24 June 2018",2018,1,"Strategic development","Settlers (Israel)",,3,,,0,30,"Middle East",Palestine,"West Bank",Nablus,,Till,32.2007,35.2129,1,"Ma'an News Agency",Subnational,"Property Destruction: Israeli settlers set fire to Palestinian-owned agricultural lands in the village of Tell on June 24, in the northern occupied West Bank district of Nablus.",0,1530558314,PSE
1671286,275,PSE3236,3236,"24 June 2018",2018,1,"Strategic development","Military Forces of Israel (2009-)",,8,,,0,80,"Middle East",Palestine,"West Bank","Al Quds",,Hizma,31.8334,35.2632,1,"Ma'an News Agency",Subnational,"Property Destruction: Palestinian agricultural lands and commercial buildings were demolished by Israeli forces on June 24 in the West Bank town of Hizma.",0,1530558314,PSE
1671420,376,ISR630,630,"24 June 2018",2018,1,"Remote violence","Unidentified Armed Group (Palestine)",,3,,,0,30,"Middle East",Israel,HaDarom,"Beer Sheva",,Kissufim,31.3749,34.3984,2,"The Times of Israel",National,"Fires sparked by incendiary objects flown from Gaza were sparked near Kissufim, Beeri and Nir Am on June 24.",0,1530558315,ISR
1671421,376,ISR631,631,"24 June 2018",2018,1,"Remote violence","Unidentified Armed Group (Palestine)",,3,,,0,30,"Middle East",Israel,HaDarom,Ashqelon,,Beeri,31.4243,34.4916,2,"The Times of Israel",National,"Fires sparked by incendiary objects flown from Gaza were sparked near Kissufim, Beeri and Nir Am on June 24.",0,1530558315,ISR
1671422,376,ISR632,632,"24 June 2018",2018,1,"Remote violence","Unidentified Armed Group (Palestine)",,3,,,0,30,"Middle East",Israel,HaDarom,Ashqelon,,Niram,31.5196,34.5801,2,"The Times of Israel",National,"Fires sparked by incendiary objects flown from Gaza were sparked near Kissufim, Beeri and Nir Am on June 24.",0,1530558315,ISR
1641020,275,PSE2132,2132,"23 June 2018",2018,1,"Remote violence","Military Forces of Israel (2009-)",,8,"Civilians (Palestine)",,7,78,"Middle East",Palestine,"Gaza Strip",Gaza,,"Az Zaytun",31.4964,34.4522,2,"Jordan News Agency (Petra)",Regional,"An Israeli drone targeted young Palestinians in the area east of Zaytoun in Gaza city on June 23. The report did not mention why the rockets were fired, an whether the Palestinians were armed. No casualties reported.",0,1529961973,PSE
1641051,275,PSE2163,2163,"23 June 2018",2018,1,"Battle-no change of territory","Unidentified Armed Group (Palestine)",,3,"Military Forces of Israel (2009-)",,8,38,"Middle East",Palestine,"West Bank",Bethlehem,,Husan,31.7093,35.1348,1,"Agency France Presse",International,"Three Israeli soldiers were injured in a car ramming attack in the village of Husan on June 23.",0,1529961973,PSE
1641052,275,PSE2164,2164,"23 June 2018",2018,1,"Strategic development","Military Forces of Israel (2009-)",,8,"Civilians (Palestine)","Fishermen (Palestine)",7,78,"Middle East",Palestine,"Gaza Strip","North Gaza",,"Bayt Lahya",31.5464,34.4951,2,"Anadolu Agency (AA)",Regional,"Non-Violent Activity: Israeli forces opened fire on and then arrested 3 Palestinian fishermen off the northern Gaza coast on June 23.",0,1529961973,PSE
1641053,275,PSE2165,2165,"23 June 2018",2018,1,"Violence against civilians","Military Forces of Israel (2009-)",,8,"Civilians (Palestine)",,7,78,"Middle East",Palestine,"West Bank","Al Quds",,"Abu Dis",31.7622,35.2617,1,"Anadolu Agency (AA)",Regional,"A Palestinians teenager was shot in the leg by Israeli forces in Abu Dis after allegedly acting suspciously on June 23.",0,1529961973,PSE
1641195,376,ISR507,507,"23 June 2018",2018,1,"Remote violence","Unidentified Armed Group (Palestine)",,3,,,0,30,"Middle East",Israel,HaDarom,"Beer Sheva",,Kissufim,31.3749,34.3984,1,"Arutz Sheva",National,"Incendiary kites and balloons sparked twenty-six fires in Israel on June 23, including in the communities of Kissufim, Givat Yehuda, Kibbutz Erez and Netiv Ha'asara.",0,1529961973,ISR
1641196,376,ISR508,508,"23 June 2018",2018,1,"Remote violence","Unidentified Armed Group (Palestine)",,3,,,0,30,"Middle East",Israel,HaDarom,Ashqelon,,Erez,31.5602,34.5666,1,"Arutz Sheva",National,"Incendiary kites and balloons sparked twenty-six fires in Israel on June 23, including in the communities of Kissufim, Givat Yehuda, Kibbutz Erez and Netiv Ha'asara.",0,1529961973,ISR
1641197,376,ISR509,509,"23 June 2018",2018,1,"Remote violence","Unidentified Armed Group (Palestine)",,3,,,0,30,"Middle East",Israel,HaDarom,Ashqelon,,"Netiv Haasara",31.572,34.5396,1,"Arutz Sheva",National,"Incendiary kites and balloons sparked twenty-six fires in Israel on June 23, including in the communities of Kissufim, Givat Yehuda, Kibbutz Erez and Netiv Ha'asara.",0,1529961973,ISR
1641047,275,PSE2159,2159,"22 June 2018",2018,1,Riots/Protests,"Military Forces of Israel (2009-)",,8,"Rioters (Palestine)","Refugees/IDPs (Palestine)",5,58,"Middle East",Palestine,"West Bank",Bethlehem,,"Mukhayyam ad Duhayshah",31.6936,35.1838,1,"Palestine News & Information Agency (WAFA); The Times of Israel",National,"Clashes broke out in Dheishe following a raid in the refugee camp on June 22. One demonstrator was hit 3 times with rubber bullets in the chest. An Israeli solider was also injured.",0,1529961973,PSE
1641048,275,PSE2160,2160,"22 June 2018",2018,1,Riots/Protests,"Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"Gaza Strip",Gaza,,Gaza,31.5,34.4667,3,"Xinhua; Analdolu Agency (AA)",Regional-International,"Hundreds of Gazans joined demonstrations at 5 places along the border with Israel on June 22. They burned tires, released flaming balloons and kites into Israel and clashed with Israeli soldiers. At least 200 demonstrators were injured, 44 of them with bullet wounds.",0,1529961973,PSE
1641049,275,PSE2161,2161,"22 June 2018",2018,1,Riots/Protests,"Military Forces of Israel (2009-)",,8,"Protesters (Palestine)",,6,68,"Middle East",Palestine,"West Bank",Qalqilya,,"Kafr Qaddum",32.2216,35.1447,1,"Palestine News & Information Agency (WAFA)",National,"Seven demonstrators in Kufr Qaddum were injured on June 22 as Israeli forces fired rubber coated bullets at the demonstrators. There were no reports of violence from the demonstrators.",0,1529961973,PSE
1641050,275,PSE2162,2162,"22 June 2018",2018,1,"Battle-no change of territory","Unidentified Armed Group (Palestine)",,3,"Military Forces of Israel (2009-)",,8,38,"Middle East",Palestine,"Gaza Strip",Gaza,,"Al Mintar Crossing",31.4739,34.4736,2,Jpost.com,National,"Palestinians threw two grenades at Israeli forces near Mintar crossing on June 22. No casualties reported.",0,1529961973,PSE
